Time (s),Sample #,Amplitude,BPM,Lead Off
0.053,1,13,0.0,0
0.053,2,12,0.0,0
0.053,3,11,0.0,0
0.053,4,9,0.0,0
0.053,5,7,0.0,0
0.084,6,6,0.0,0
0.084,7,5,0.0,0
0.084,8,3,0.0,0
0.084,9,2,0.0,0
0.084,10,0,0.0,1
0.084,11,-1,0.0,0
0.097,12,-2,0.0,0
0.097,13,-4,0.0,0
0.097,14,-5,0.0,0
0.097,15,-6,0.0,0
0.097,16,-7,0.0,0
0.112,17,-7,0.0,0
0.112,18,-8,0.0,0
0.112,19,-9,0.0,0
0.112,20,-9,0.0,0
0.112,21,-8,0.0,0
0.145,22,-7,0.0,0
0.145,23,-7,0.0,0
0.145,24,-7,0.0,0
0.145,25,-7,0.0,0
0.145,26,-6,0.0,0
0.158,27,-6,0.0,0
0.158,28,-6,0.0,0
0.158,29,-5,0.0,0
0.158,30,-4,0.0,0
0.158,31,-3,0.0,0
0.187,32,-2,0.0,0
0.187,33,-1,0.0,0
0.187,34,0,0.0,1
0.187,35,0,0.0,1
0.187,36,1,0.0,0
0.187,37,3,0.0,0
0.202,38,3,0.0,0
0.202,39,4,0.0,0
0.202,40,4,0.0,0
0.204,41,4,0.0,0
0.204,42,4,0.0,0
0.204,43,3,0.0,0
0.204,44,3,0.0,0
0.217,45,3,0.0,0
0.217,46,3,0.0,0
0.217,47,3,0.0,0
0.217,48,3,0.0,0
0.217,49,2,0.0,0
0.217,50,2,0.0,0
0.217,51,1,0.0,0
0.247,52,1,0.0,0
0.247,53,0,0.0,1
0.247,54,0,0.0,1
0.247,55,0,0.0,1
0.247,56,0,0.0,1
0.247,57,-1,0.0,0
0.263,58,-2,0.0,0
0.263,59,-2,0.0,0
0.263,60,-2,0.0,0
0.263,61,-3,0.0,0
0.263,62,-3,0.0,0
0.292,63,-3,0.0,0
0.292,64,-3,0.0,0
0.293,65,-3,0.0,0
0.293,66,-4,0.0,0
0.293,67,-4,0.0,0
0.307,68,-4,0.0,0
0.307,69,-4,0.0,0
0.307,70,-4,0.0,0
0.308,71,-4,0.0,0
0.308,72,-4,0.0,0
0.323,73,-4,0.0,0
0.323,74,-4,0.0,0
0.323,75,-3,0.0,0
0.323,76,-3,0.0,0
0.323,77,-3,0.0,0
0.352,78,-4,0.0,0
0.352,79,-4,0.0,0
0.352,80,-4,0.0,0
0.352,81,-4,0.0,0
0.352,82,-3,0.0,0
0.368,83,-3,0.0,0
0.368,84,-3,0.0,0
0.368,85,-2,0.0,0
0.368,86,-1,0.0,0
0.368,87,0,0.0,1
0.399,88,2,0.0,0
0.399,89,5,0.0,0
0.399,90,7,0.0,0
0.399,91,9,0.0,0
0.399,92,11,0.0,0
0.399,93,15,0.0,0
0.412,94,20,0.0,0
0.412,95,28,0.0,0
0.412,96,36,0.0,0
0.412,97,43,0.0,0
0.412,98,49,0.0,0
0.427,99,53,0.0,0
0.427,100,56,0.0,0
0.427,101,56,0.0,0
0.427,102,54,0.0,0
0.427,103,50,0.0,0
0.459,104,44,0.0,0
0.459,105,39,0.0,0
0.459,106,32,0.0,0
0.459,107,26,0.0,0
0.459,108,19,0.0,0
0.477,109,12,0.0,0
0.477,110,6,0.0,0
0.477,111,2,0.0,0
0.478,112,-1,0.0,0
0.478,113,-5,0.0,0
0.478,114,-7,0.0,0
0.502,115,-10,0.0,0
0.502,116,-13,0.0,0
0.502,117,-15,0.0,0
0.502,118,-18,0.0,0
0.517,119,-20,0.0,0
0.517,120,-21,0.0,0
0.518,121,-23,0.0,0
0.518,122,-26,0.0,0
0.537,123,-33,0.0,0
0.537,124,-45,0.0,0
0.537,125,-60,0.0,0
0.537,126,-77,0.0,0
0.562,127,-86,0.0,0
0.562,128,-77,0.0,0
0.562,129,-38,0.0,0
0.562,130,15,0.0,0
0.577,131,85,0.0,0
0.577,132,152,0.0,0
0.577,133,210,0.0,0
0.577,134,260,0.0,0
0.607,135,287,0.0,0
0.607,136,279,0.0,0
0.607,137,235,0.0,0
0.607,138,160,0.0,0
0.622,139,79,0.0,0
0.622,140,13,0.0,0
0.622,141,-30,0.0,0
0.622,142,-53,0.0,0
0.637,143,-62,0.0,0
0.637,144,-66,0.0,0
0.637,145,-69,0.0,0
0.637,146,-73,0.0,0
0.667,147,-75,0.0,0
0.667,148,-77,0.0,0
0.667,149,-75,0.0,0
0.667,150,-73,0.0,0
0.684,151,-71,0.0,0
0.684,152,-69,0.0,0
0.684,153,-68,0.0,0
0.684,154,-65,0.0,0
0.712,155,-63,0.0,0
0.712,156,-61,0.0,0
0.712,157,-59,0.0,0
0.712,158,-57,0.0,0
0.728,159,-55,0.0,0
0.728,160,-52,0.0,0
0.728,161,-48,0.0,0
0.728,162,-45,0.0,0
0.743,163,-42,0.0,0
0.743,164,-39,0.0,0
0.743,165,-37,0.0,0
0.743,166,-35,0.0,0
0.776,167,-32,0.0,0
0.776,168,-30,0.0,0
0.776,169,-28,0.0,0
0.776,170,-25,0.0,0
0.788,171,-23,0.0,0
0.788,172,-20,0.0,0
0.788,173,-17,0.0,0
0.788,174,-14,0.0,0
0.819,175,-12,0.0,0
0.819,176,-9,0.0,0
0.819,177,-8,0.0,0
0.819,178,-6,0.0,0
0.819,179,-5,0.0,0
0.834,180,-3,0.0,0
0.834,181,-2,0.0,0
0.834,182,0,0.0,1
0.834,183,0,0.0,1
0.834,184,0,0.0,1
0.834,185,0,0.0,1
0.834,186,0,0.0,1
0.862,187,0,0.0,1
0.862,188,0,0.0,1
0.862,189,0,0.0,1
0.862,190,-1,0.0,0
0.863,191,-1,0.0,0
0.878,192,-2,0.0,0
0.878,193,-3,0.0,0
0.878,194,-5,0.0,0
0.878,195,-8,0.0,0
0.878,196,-10,0.0,0
0.892,197,-12,0.0,0
0.892,198,-15,0.0,0
0.892,199,-17,0.0,0
0.892,200,-19,0.0,0
0.908,201,-21,0.0,0
0.908,202,-22,0.0,0
0.908,203,-23,0.0,0
0.908,204,-23,0.0,0
0.938,205,-25,0.0,0
0.938,206,-25,0.0,0
0.938,207,-26,0.0,0
0.938,208,-27,0.0,0
0.967,209,-25,0.0,0
0.967,210,-24,0.0,0
0.967,211,-22,0.0,0
0.967,212,-21,0.0,0
0.981,213,-21,0.0,0
0.981,214,-20,0.0,0
0.981,215,-19,0.0,0
0.981,216,-19,0.0,0
0.997,217,-17,0.0,0
0.997,218,-16,0.0,0
0.997,219,-14,0.0,0
0.997,220,-12,0.0,0
1.012,221,-12,0.0,0
1.012,222,-11,0.0,0
1.012,223,-10,0.0,0
1.012,224,-8,0.0,0
1.042,225,-6,0.0,0
1.042,226,-5,0.0,0
1.042,227,-5,0.0,0
1.042,228,-5,0.0,0
1.042,229,-5,0.0,0
1.064,230,-5,0.0,0
1.064,231,-5,0.0,0
1.064,232,-5,0.0,0
1.064,233,-4,0.0,0
1.064,234,-4,0.0,0
1.083,235,-5,0.0,0
1.083,236,-6,0.0,0
1.083,237,-6,0.0,0
1.083,238,-7,0.0,0
1.083,239,-7,0.0,0
1.102,240,-7,0.0,0
1.102,241,-6,0.0,0
1.102,242,-7,0.0,0
1.102,243,-7,0.0,0
1.102,244,-8,0.0,0
1.122,245,-8,0.0,0
1.122,246,-8,0.0,0
1.122,247,-8,0.0,0
1.122,248,-8,0.0,0
1.122,249,-8,0.0,0
1.142,250,-8,0.0,0
1.142,251,-8,0.0,0
1.142,252,-8,0.0,0
1.142,253,-8,0.0,0
1.142,254,-8,0.0,0
1.172,255,-8,0.0,0
1.172,256,-8,0.0,0
1.172,257,-8,0.0,0
1.172,258,-7,0.0,0
1.172,259,-7,0.0,0
1.185,260,-7,0.0,0
1.185,261,-7,0.0,0
1.185,262,-7,0.0,0
1.185,263,-6,0.0,0
1.185,264,-6,0.0,0
1.206,265,-5,0.0,0
1.206,266,-5,0.0,0
1.206,267,-5,0.0,0
1.206,268,-5,0.0,0
1.206,269,-5,0.0,0
1.222,270,-6,0.0,0
1.222,271,-6,0.0,0
1.222,272,-6,0.0,0
1.222,273,-5,0.0,0
1.222,274,-4,0.0,0
1.245,275,-2,0.0,0
1.245,276,-1,0.0,0
1.245,277,0,0.0,1
1.245,278,0,0.0,1
1.245,279,3,0.0,0
1.245,280,7,0.0,0
1.272,281,13,0.0,0
1.272,282,20,0.0,0
1.272,283,27,0.0,0
1.272,284,34,0.0,0
1.272,285,40,0.0,0
1.292,286,45,0.0,0
1.292,287,48,17.0,0
1.292,288,47,17.0,0
1.292,289,45,17.0,0
1.292,290,41,17.0,0
1.315,291,35,17.0,0
1.315,292,30,17.0,0
1.315,293,23,17.0,0
1.315,294,17,17.0,0
1.315,295,11,17.0,0
1.315,296,6,17.0,0
1.332,297,1,17.0,0
1.332,298,-3,17.0,0
1.332,299,-7,17.0,0
1.332,300,-10,17.0,0
1.352,301,-13,17.0,0
1.353,302,-15,17.0,0
1.353,303,-18,17.0,0
1.353,304,-20,17.0,0
1.373,305,-21,17.0,0
1.373,306,-22,17.0,0
1.373,307,-23,17.0,0
1.373,308,-25,17.0,0
1.392,309,-29,17.0,0
1.392,310,-39,17.0,0
1.392,311,-52,17.0,0
1.392,312,-71,17.0,0
1.415,313,-86,17.0,0
1.415,314,-87,17.0,0
1.415,315,-63,17.0,0
1.415,316,-13,17.0,0
1.415,317,50,17.0,0
1.432,318,121,17.0,0
1.433,319,166,17.0,0
1.433,320,173,17.0,0
1.433,321,143,17.0,0
1.452,322,80,17.0,0
1.452,323,35,17.0,0
1.452,324,-7,17.0,0
1.452,325,-16,17.0,0
1.474,326,-24,17.0,0
1.474,327,-34,17.0,0
1.474,328,-42,17.0,0
1.474,329,-48,17.0,0
1.502,330,-52,17.0,0
1.502,331,-54,17.0,0
1.502,332,-55,17.0,0
1.502,333,-56,17.0,0
1.523,334,-56,17.0,0
1.523,335,-55,17.0,0
1.523,336,-52,17.0,0
1.523,337,-50,17.0,0
1.543,338,-48,17.0,0
1.543,339,-46,17.0,0
1.543,340,-44,17.0,0
1.543,341,-42,17.0,0
1.564,342,-39,17.0,0
1.564,343,-36,17.0,0
1.564,344,-34,17.0,0
1.564,345,-32,17.0,0
1.592,346,-30,17.0,0
1.592,347,-28,17.0,0
1.592,348,-27,17.0,0
1.592,349,-24,17.0,0
1.603,350,-22,17.0,0
1.603,351,-18,17.0,0
1.604,352,-15,17.0,0
1.604,353,-12,17.0,0
1.622,354,-10,17.0,0
1.622,355,-8,17.0,0
1.622,356,-5,17.0,0
1.622,357,-3,17.0,0
1.622,358,0,17.0,1
1.622,359,1,17.0,0
1.644,360,2,17.0,0
1.644,361,4,17.0,0
1.644,362,6,17.0,0
1.644,363,8,17.0,0
1.644,364,10,17.0,0
1.644,365,12,17.0,0
1.664,366,13,17.0,0
1.664,367,14,17.0,0
1.664,368,15,17.0,0
1.664,369,16,17.0,0
1.664,370,16,17.0,0
1.683,371,16,17.0,0
1.683,372,15,17.0,0
1.683,373,14,17.0,0
1.683,374,13,17.0,0
1.683,375,13,17.0,0
1.712,376,12,17.0,0
1.712,377,10,17.0,0
1.712,378,8,17.0,0
1.712,379,6,17.0,0
1.712,380,4,17.0,0
1.712,381,3,17.0,0
1.736,382,1,17.0,0
1.736,383,-1,17.0,0
1.736,384,-4,17.0,0
1.736,385,-6,17.0,0
1.736,386,-8,17.0,0
1.752,387,-9,17.0,0
1.752,388,-11,17.0,0
1.752,389,-12,17.0,0
1.752,390,-13,17.0,0
1.773,391,-13,17.0,0
1.773,392,-14,17.0,0
1.773,393,-14,17.0,0
1.773,394,-15,17.0,0
1.795,395,-15,17.0,0
1.795,396,-14,17.0,0
1.795,397,-14,17.0,0
1.795,398,-13,17.0,0
1.812,399,-12,17.0,0
1.812,400,-11,17.0,0
1.812,401,-10,17.0,0
1.812,402,-7,17.0,0
1.833,403,-5,17.0,0
1.833,404,-2,17.0,0
1.833,405,0,17.0,1
1.833,406,1,17.0,0
1.833,407,2,17.0,0
1.833,408,3,17.0,0
1.833,409,5,17.0,0
1.852,410,6,17.0,0
1.852,411,7,17.0,0
1.852,412,6,17.0,0
1.852,413,7,17.0,0
1.852,414,7,17.0,0
1.852,415,7,17.0,0
1.872,416,8,17.0,0
1.873,417,8,17.0,0
1.873,418,8,17.0,0
1.873,419,9,17.0,0
1.873,420,8,17.0,0
1.873,421,8,17.0,0
1.873,422,7,17.0,0
1.893,423,7,17.0,0
1.893,424,7,17.0,0
1.893,425,6,17.0,0
1.893,426,6,17.0,0
1.893,427,6,17.0,0
1.893,428,6,17.0,0
1.893,429,5,17.0,0
1.913,430,5,17.0,0
1.913,431,4,17.0,0
1.913,432,3,17.0,0
1.913,433,2,17.0,0
1.913,434,2,17.0,0
1.913,435,2,17.0,0
1.943,436,2,17.0,0
1.943,437,2,17.0,0
1.943,438,2,17.0,0
1.943,439,3,17.0,0
1.943,440,3,17.0,0
1.943,441,2,17.0,0
1.943,442,2,17.0,0
1.965,443,1,17.0,0
1.965,444,2,17.0,0
1.965,445,2,17.0,0
1.965,446,2,17.0,0
1.965,447,2,17.0,0
1.965,448,1,17.0,0
1.965,449,1,17.0,0
1.993,450,0,17.0,1
1.993,451,0,17.0,1
1.993,452,0,17.0,1
1.993,453,1,17.0,0
1.993,454,1,17.0,0
1.993,455,0,17.0,1
2.013,456,0,17.0,1
2.013,457,0,17.0,1
2.013,458,0,17.0,1
2.013,459,0,17.0,1
2.013,460,0,17.0,1
2.013,461,0,17.0,1
2.013,462,0,17.0,1
2.042,463,0,17.0,1
2.042,464,0,17.0,1
2.042,465,-1,17.0,0
2.042,466,-2,17.0,0
2.042,467,-2,17.0,0
2.063,468,-2,17.0,0
2.063,469,-1,17.0,0
2.063,470,0,17.0,1
2.063,471,0,17.0,1
2.063,472,2,17.0,0
2.063,473,3,17.0,0
2.063,474,4,17.0,0
2.092,475,5,17.0,0
2.092,476,6,17.0,0
2.092,477,9,17.0,0
2.092,478,13,17.0,0
2.092,479,18,17.0,0
2.126,480,24,17.0,0
2.126,481,31,17.0,0
2.126,482,37,17.0,0
2.126,483,42,17.0,0
2.126,484,46,30.8,0
2.132,485,46,30.8,0
2.132,486,45,30.8,0
2.132,487,42,30.8,0
2.132,488,38,30.8,0
2.132,489,34,30.8,0
2.155,490,28,30.8,0
2.155,491,22,30.8,0
2.155,492,16,30.8,0
2.155,493,10,30.8,0
2.155,494,4,30.8,0
2.155,495,0,30.8,1
2.172,496,-4,30.8,0
2.172,497,-8,30.8,0
2.172,498,-12,30.8,0
2.172,499,-14,30.8,0
2.196,500,-17,30.8,0
2.197,501,-20,30.8,0
2.197,502,-22,30.8,0
2.197,503,-23,30.8,0
2.225,504,-25,30.8,0
2.225,505,-26,30.8,0
2.225,506,-28,30.8,0
2.225,507,-32,30.8,0
2.232,508,-40,30.8,0
2.232,509,-53,30.8,0
2.232,510,-69,30.8,0
2.232,511,-84,30.8,0
2.254,512,-90,30.8,0
2.254,513,-76,30.8,0
2.254,514,-31,30.8,0
2.254,515,26,30.8,0
2.254,516,99,30.8,0
2.282,517,165,30.8,0
2.282,518,222,30.8,0
2.282,519,263,30.8,0
2.282,520,273,30.8,0
2.305,521,250,30.8,0
2.305,522,195,30.8,0
2.305,523,124,30.8,0
2.305,524,55,30.8,0
2.323,525,-3,30.8,0
2.323,526,-45,30.8,0
2.323,527,-71,30.8,0
2.323,528,-84,30.8,0
2.343,529,-88,30.8,0
2.343,530,-89,30.8,0
2.343,531,-90,30.8,0
2.343,532,-92,30.8,0
2.362,533,-92,30.8,0
2.362,534,-91,30.8,0
2.362,535,-88,30.8,0
2.362,536,-85,30.8,0
2.382,537,-82,30.8,0
2.382,538,-80,30.8,0
2.382,539,-78,30.8,0
2.382,540,-76,30.8,0
2.402,541,-73,30.8,0
2.402,542,-71,30.8,0
2.402,543,-69,30.8,0
2.402,544,-67,30.8,0
2.423,545,-65,30.8,0
2.423,546,-62,30.8,0
2.423,547,-61,30.8,0
2.423,548,-58,30.8,0
2.444,549,-54,30.8,0
2.444,550,-51,30.8,0
2.444,551,-48,30.8,0
2.444,552,-46,30.8,0
2.464,553,-44,30.8,0
2.464,554,-41,30.8,0
2.464,555,-38,30.8,0
2.464,556,-35,30.8,0
2.482,557,-32,30.8,0
2.482,558,-29,30.8,0
2.482,559,-26,30.8,0
2.482,560,-22,30.8,0
2.512,561,-18,30.8,0
2.512,562,-15,30.8,0
2.512,563,-13,30.8,0
2.512,564,-10,30.8,0
2.532,565,-8,30.8,0
2.532,566,-6,30.8,0
2.532,567,-4,30.8,0
2.532,568,-3,30.8,0
2.532,569,-1,30.8,0
2.553,570,0,30.8,1
2.553,571,0,30.8,1
2.553,572,1,30.8,0
2.553,573,2,30.8,0
2.553,574,2,30.8,0
2.553,575,2,30.8,0
2.553,576,1,30.8,0
2.573,577,0,30.8,1
2.573,578,-3,30.8,0
2.573,579,-6,30.8,0
2.573,580,-8,30.8,0
2.573,581,-10,30.8,0
2.596,582,-13,30.8,0
2.596,583,-15,30.8,0
2.596,584,-18,30.8,0
2.596,585,-20,30.8,0
2.613,586,-22,30.8,0
2.613,587,-24,30.8,0
2.613,588,-25,30.8,0
2.613,589,-27,30.8,0
2.632,590,-28,30.8,0
2.632,591,-29,30.8,0
2.632,592,-30,30.8,0
2.632,593,-30,30.8,0
2.653,594,-30,30.8,0
2.653,595,-28,30.8,0
2.653,596,-27,30.8,0
2.653,597,-27,30.8,0
2.673,598,-26,30.8,0
2.673,599,-25,30.8,0
2.673,600,-23,30.8,0
2.673,601,-22,30.8,0
2.693,602,-19,30.8,0
2.693,603,-17,30.8,0
2.693,604,-13,30.8,0
2.693,605,-10,30.8,0
2.722,606,-8,30.8,0
2.722,607,-7,30.8,0
2.722,608,-5,30.8,0
2.722,609,-4,30.8,0
2.722,610,-2,30.8,0
2.742,611,-1,30.8,0
2.742,612,0,30.8,1
2.742,613,0,30.8,1
2.742,614,0,30.8,1
2.742,615,0,30.8,1
2.742,616,0,30.8,1
2.763,617,0,30.8,1
2.763,618,0,30.8,1
2.763,619,0,30.8,1
2.763,620,0,30.8,1
2.763,621,0,30.8,1
2.763,622,0,30.8,1
2.763,623,0,30.8,1
2.783,624,0,30.8,1
2.784,625,0,30.8,1
2.784,626,-1,30.8,0
2.784,627,0,30.8,1
2.784,628,0,30.8,1
2.784,629,0,30.8,1
2.803,630,0,30.8,1
2.803,631,0,30.8,1
2.803,632,1,30.8,0
2.803,633,2,30.8,0
2.803,634,3,30.8,0
2.803,635,3,30.8,0
2.803,636,3,30.8,0
2.823,637,3,30.8,0
2.823,638,4,30.8,0
2.823,639,4,30.8,0
2.823,640,4,30.8,0
2.823,641,4,30.8,0
2.823,642,5,30.8,0
2.823,643,5,30.8,0
2.843,644,6,30.8,0
2.843,645,6,30.8,0
2.843,646,5,30.8,0
2.843,647,6,30.8,0
2.843,648,6,30.8,0
2.843,649,7,30.8,0
2.872,650,7,30.8,0
2.872,651,8,30.8,0
2.872,652,8,30.8,0
2.872,653,9,30.8,0
2.872,654,9,30.8,0
2.872,655,9,30.8,0
2.872,656,8,30.8,0
2.892,657,8,30.8,0
2.892,658,8,30.8,0
2.892,659,9,30.8,0
2.892,660,9,30.8,0
2.892,661,10,30.8,0
2.892,662,11,30.8,0
2.913,663,12,30.8,0
2.913,664,13,30.8,0
2.913,665,15,30.8,0
2.913,666,16,30.8,0
2.913,667,17,30.8,0
2.932,668,18,30.8,0
2.932,669,20,30.8,0
2.932,670,23,30.8,0
2.932,671,27,30.8,0
2.932,672,32,30.8,0
2.967,673,39,30.8,0
2.967,674,46,30.8,0
2.967,675,53,40.9,0
2.967,676,58,40.9,0
2.967,677,61,40.9,0
2.982,678,62,40.9,0
2.982,679,61,40.9,0
2.982,680,59,40.9,0
2.982,681,55,40.9,0
2.982,682,51,40.9,0
3.002,683,46,40.9,0
3.002,684,40,40.9,0
3.002,685,34,40.9,0
3.002,686,27,40.9,0
3.002,687,22,40.9,0
3.023,688,17,40.9,0
3.023,689,13,40.9,0
3.023,690,9,40.9,0
3.023,691,5,40.9,0
3.023,692,2,40.9,0
3.023,693,0,40.9,1
3.042,694,-1,40.9,0
3.042,695,-3,40.9,0
3.042,696,-5,40.9,0
3.042,697,-6,40.9,0
3.042,698,-7,40.9,0
3.064,699,-9,40.9,0
3.064,700,-13,40.9,0
3.064,701,-23,40.9,0
3.064,702,-36,40.9,0
3.084,703,-53,40.9,0
3.084,704,-67,40.9,0
3.084,705,-69,40.9,0
3.084,706,-49,40.9,0
3.102,707,-2,40.9,0
3.102,708,57,40.9,0
3.102,709,128,40.9,0
3.102,710,190,40.9,0
3.123,711,244,40.9,0
3.123,712,280,40.9,0
3.123,713,286,40.9,0
3.123,714,259,40.9,0
3.142,715,203,40.9,0
3.142,716,133,40.9,0
3.142,717,66,40.9,0
3.142,718,10,40.9,0
3.142,719,-29,40.9,0
3.172,720,-55,40.9,0
3.173,721,-67,40.9,0
3.173,722,-71,40.9,0
3.173,723,-71,40.9,0
3.192,724,-72,40.9,0
3.192,725,-73,40.9,0
3.193,726,-75,40.9,0
3.193,727,-74,40.9,0
3.212,728,-72,40.9,0
3.212,729,-70,40.9,0
3.212,730,-68,40.9,0
3.212,731,-66,40.9,0
3.232,732,-63,40.9,0
3.232,733,-60,40.9,0
3.232,734,-57,40.9,0
3.232,735,-53,40.9,0
3.255,736,-49,40.9,0
3.255,737,-46,40.9,0
3.255,738,-43,40.9,0
3.255,739,-41,40.9,0
3.272,740,-38,40.9,0
3.273,741,-36,40.9,0
3.273,742,-34,40.9,0
3.273,743,-31,40.9,0
3.292,744,-29,40.9,0
3.292,745,-26,40.9,0
3.292,746,-24,40.9,0
3.293,747,-20,40.9,0
3.313,748,-17,40.9,0
3.313,749,-14,40.9,0
3.313,750,-10,40.9,0
3.313,751,-7,40.9,0
3.332,752,-5,40.9,0
3.332,753,-2,40.9,0
3.332,754,0,40.9,1
3.332,755,1,40.9,0
3.332,756,4,40.9,0
3.332,757,6,40.9,0
3.352,758,8,40.9,0
3.352,759,10,40.9,0
3.352,760,11,40.9,0
3.352,761,13,40.9,0
3.352,762,15,40.9,0
3.382,763,16,40.9,0
3.382,764,17,40.9,0
3.382,765,18,40.9,0
3.382,766,19,40.9,0
3.382,767,20,40.9,0
3.405,768,20,40.9,0
3.405,769,21,40.9,0
3.405,770,21,40.9,0
3.405,771,20,40.9,0
3.405,772,19,40.9,0
3.422,773,18,40.9,0
3.422,774,16,40.9,0
3.422,775,15,40.9,0
3.422,776,13,40.9,0
3.422,777,12,40.9,0
3.442,778,11,40.9,0
3.442,779,10,40.9,0
3.442,780,8,40.9,0
3.442,781,6,40.9,0
3.442,782,4,40.9,0
3.442,783,2,40.9,0
3.442,784,2,40.9,0
3.463,785,1,40.9,0
3.463,786,0,40.9,1
3.463,787,0,40.9,1
3.463,788,-1,40.9,0
3.463,789,-1,40.9,0
3.483,790,-1,40.9,0
3.483,791,-1,40.9,0
3.483,792,-1,40.9,0
3.483,793,-1,40.9,0
3.483,794,0,40.9,1
3.483,795,0,40.9,1
3.502,796,2,40.9,0
3.502,797,3,40.9,0
3.502,798,3,40.9,0
3.502,799,5,40.9,0
3.502,800,6,40.9,0
3.502,801,8,40.9,0
3.502,802,9,40.9,0
3.522,803,9,40.9,0
3.522,804,11,40.9,0
3.522,805,12,40.9,0
3.522,806,14,40.9,0
3.522,807,15,40.9,0
3.542,808,16,40.9,0
3.542,809,17,40.9,0
3.542,810,18,40.9,0
3.542,811,18,40.9,0
3.542,812,18,40.9,0
3.562,813,18,40.9,0
3.562,814,17,40.9,0
3.562,815,17,40.9,0
3.562,816,17,40.9,0
3.562,817,16,40.9,0
3.582,818,15,40.9,0
3.582,819,15,40.9,0
3.582,820,14,40.9,0
3.582,821,14,40.9,0
3.582,822,13,40.9,0
3.615,823,12,40.9,0
3.615,824,12,40.9,0
3.615,825,11,40.9,0
3.615,826,10,40.9,0
3.615,827,9,40.9,0
3.633,828,9,40.9,0
3.633,829,8,40.9,0
3.633,830,8,40.9,0
3.633,831,8,40.9,0
3.633,832,7,40.9,0
3.633,833,7,40.9,0
3.633,834,7,40.9,0
3.657,835,7,40.9,0
3.657,836,7,40.9,0
3.657,837,7,40.9,0
3.657,838,7,40.9,0
3.657,839,7,40.9,0
3.657,840,7,40.9,0
3.657,841,7,40.9,0
3.675,842,7,40.9,0
3.675,843,7,40.9,0
3.675,844,7,40.9,0
3.675,845,6,40.9,0
3.675,846,6,40.9,0
3.675,847,6,40.9,0
3.693,848,6,40.9,0
3.693,849,6,40.9,0
3.693,850,7,40.9,0
3.693,851,7,40.9,0
3.693,852,6,40.9,0
3.693,853,6,40.9,0
3.693,854,6,40.9,0
3.723,855,6,40.9,0
3.723,856,6,40.9,0
3.723,857,6,40.9,0
3.723,858,6,40.9,0
3.723,859,6,40.9,0
3.723,860,6,40.9,0
3.723,861,6,40.9,0
3.759,862,6,40.9,0
3.759,863,6,40.9,0
3.759,864,7,40.9,0
3.759,865,7,40.9,0
3.759,866,8,40.9,0
3.759,867,8,40.9,0
3.772,868,7,40.9,0
3.772,869,8,40.9,0
3.772,870,9,40.9,0
3.772,871,9,40.9,0
3.772,872,9,40.9,0
3.772,873,10,40.9,0
3.795,874,11,40.9,0
3.795,875,12,40.9,0
3.795,876,13,40.9,0
3.795,877,15,40.9,0
3.795,878,16,40.9,0
3.812,879,17,40.9,0
3.812,880,19,40.9,0
3.814,881,21,40.9,0
3.814,882,25,40.9,0
3.814,883,30,40.9,0
3.833,884,38,40.9,0
3.833,885,45,40.9,0
3.833,886,52,48.0,0
3.833,887,57,48.0,0
3.833,888,60,48.0,0
3.863,889,62,48.0,0
3.863,890,62,48.0,0
3.863,891,60,48.0,0
3.863,892,56,48.0,0
3.863,893,51,48.0,0
3.886,894,46,48.0,0
3.886,895,40,48.0,0
3.886,896,34,48.0,0
3.886,897,28,48.0,0
3.886,898,22,48.0,0
3.905,899,17,48.0,0
3.905,900,12,48.0,0
3.905,901,7,48.0,0
3.905,902,3,48.0,0
3.905,903,0,48.0,1
3.905,904,-3,48.0,0
3.926,905,-5,48.0,0
3.926,906,-7,48.0,0
3.926,907,-9,48.0,0
3.926,908,-11,48.0,0
3.926,909,-13,48.0,0
3.945,910,-15,48.0,0
3.945,911,-19,48.0,0
3.945,912,-28,48.0,0
3.945,913,-41,48.0,0
3.966,914,-58,48.0,0
3.966,915,-75,48.0,0
3.966,916,-83,48.0,0
3.966,917,-71,48.0,0
3.984,918,-29,48.0,0
3.984,919,26,48.0,0
3.984,920,99,48.0,0
3.984,921,164,48.0,0
4.008,922,220,48.0,0
4.008,923,270,48.0,0
4.008,924,299,48.0,0
4.008,925,292,48.0,0
4.026,926,250,48.0,0
4.026,927,174,48.0,0
4.026,928,92,48.0,0
4.026,929,25,48.0,0
4.042,930,-18,48.0,0
4.043,931,-41,48.0,0
4.043,932,-51,48.0,0
4.043,933,-56,48.0,0
4.073,934,-61,48.0,0
4.073,935,-67,48.0,0
4.073,936,-72,48.0,0
4.073,937,-76,48.0,0
4.093,938,-78,48.0,0
4.093,939,-77,48.0,0
4.093,940,-76,48.0,0
4.093,941,-75,48.0,0
4.112,942,-73,48.0,0
4.112,943,-70,48.0,0
4.112,944,-68,48.0,0
4.112,945,-66,48.0,0
4.133,946,-65,48.0,0
4.133,947,-63,48.0,0
4.133,948,-61,48.0,0
4.133,949,-58,48.0,0
4.156,950,-55,48.0,0
4.156,951,-52,48.0,0
4.156,952,-49,48.0,0
4.156,953,-47,48.0,0
4.172,954,-44,48.0,0
4.172,955,-41,48.0,0
4.172,956,-39,48.0,0
4.172,957,-36,48.0,0
4.193,958,-34,48.0,0
4.193,959,-31,48.0,0
4.193,960,-28,48.0,0
4.193,961,-26,48.0,0
4.222,962,-23,48.0,0
4.222,963,-19,48.0,0
