Time (s),Sample #,Amplitude,BPM,Lead Off
9.682,2199,-48,62.0,0
9.682,2200,-44,62.0,0
9.682,2201,-40,62.0,0
9.705,2202,-36,62.0,0
9.706,2203,-32,62.0,0
9.706,2204,-29,62.0,0
9.706,2205,-26,62.0,0
9.723,2206,-24,62.0,0
9.723,2207,-21,62.0,0
9.723,2208,-18,62.0,0
9.723,2209,-14,62.0,0
9.745,2210,-11,62.0,0
9.745,2211,-8,62.0,0
9.745,2212,-5,62.0,0
9.745,2213,-2,62.0,0
9.745,2214,0,62.0,1
9.776,2215,2,62.0,0
9.776,2216,5,62.0,0
9.776,2217,7,62.0,0
9.776,2218,9,62.0,0
9.776,2219,10,62.0,0
9.776,2220,11,62.0,0
9.783,2221,12,62.0,0
9.783,2222,13,62.0,0
9.783,2223,13,62.0,0
9.783,2224,12,62.0,0
9.783,2225,13,62.0,0
9.803,2226,12,62.0,0
9.803,2227,12,62.0,0
9.803,2228,11,62.0,0
9.803,2229,9,62.0,0
9.803,2230,8,62.0,0
9.823,2231,6,62.0,0
9.823,2232,5,62.0,0
9.823,2233,7,62.0,0
9.823,2234,5,62.0,0
9.823,2235,5,62.0,0
9.823,2236,2,62.0,0
9.823,2237,-1,62.0,0
9.842,2238,-3,62.0,0
9.842,2239,-5,62.0,0
9.842,2240,-6,62.0,0
9.843,2241,-7,62.0,0
9.843,2242,-8,62.0,0
9.864,2243,-8,62.0,0
9.864,2244,-9,62.0,0
9.864,2245,-9,62.0,0
9.864,2246,-10,62.0,0
9.882,2247,-10,62.0,0
9.882,2248,-10,62.0,0
9.882,2249,-10,62.0,0
9.882,2250,-9,62.0,0
9.882,2251,-8,62.0,0
9.913,2252,-7,62.0,0
9.913,2253,-6,62.0,0
9.913,2254,-5,62.0,0
9.913,2255,-3,62.0,0
9.913,2256,-2,62.0,0
9.934,2257,-1,62.0,0
9.934,2258,0,62.0,1
9.934,2259,0,62.0,1
9.934,2260,2,62.0,0
9.934,2261,4,62.0,0
9.934,2262,5,62.0,0
9.953,2263,6,62.0,0
9.953,2264,6,62.0,0
9.953,2265,6,62.0,0
9.953,2266,7,62.0,0
9.953,2267,8,62.0,0
9.953,2268,11,62.0,0
9.972,2269,11,62.0,0
9.972,2270,14,62.0,0
9.973,2271,14,62.0,0
9.973,2272,14,62.0,0
9.973,2273,16,62.0,0
9.993,2274,14,62.0,0
9.993,2275,15,62.0,0
9.993,2276,14,62.0,0
9.993,2277,12,62.0,0
9.993,2278,14,62.0,0
10.012,2279,12,62.0,0
10.013,2280,14,62.0,0
10.013,2281,13,62.0,0
10.013,2282,13,62.0,0
10.013,2283,15,62.0,0
10.032,2284,14,62.0,0
10.032,2285,16,62.0,0
10.032,2286,15,62.0,0
10.032,2287,13,62.0,0
10.032,2288,15,62.0,0
10.055,2289,13,62.0,0
10.056,2290,15,62.0,0
10.056,2291,14,62.0,0
10.056,2292,14,62.0,0
10.056,2293,16,62.0,0
10.082,2294,14,62.0,0
10.082,2295,16,62.0,0
10.082,2296,14,62.0,0
10.082,2297,13,62.0,0
10.082,2298,15,62.0,0
10.092,2299,15,62.0,0
10.092,2300,17,62.0,0
10.092,2301,17,62.0,0
10.092,2302,16,62.0,0
10.092,2303,18,62.0,0
10.115,2304,17,62.0,0
10.115,2305,18,62.0,0
10.115,2306,18,62.0,0
10.115,2307,17,62.0,0
10.115,2308,17,62.0,0
10.142,2309,17,62.0,0
10.142,2310,17,62.0,0
10.142,2311,18,62.0,0
10.142,2312,17,62.0,0
10.142,2313,19,62.0,0
10.162,2314,18,62.0,0
10.162,2315,20,62.0,0
10.162,2316,19,62.0,0
10.162,2317,18,62.0,0
10.162,2318,20,62.0,0
10.183,2319,19,62.0,0
10.183,2320,22,62.0,0
10.183,2321,22,62.0,0
10.183,2322,23,62.0,0
10.183,2323,24,62.0,0
10.202,2324,25,62.0,0
10.202,2325,27,62.0,0
10.202,2326,29,62.0,0
10.202,2327,31,62.0,0
10.202,2328,35,62.0,0
10.224,2329,39,62.0,0
10.224,2330,47,62.0,0
10.225,2331,54,64.3,0
10.225,2332,60,64.3,0
10.225,2333,65,64.3,0
10.243,2334,67,64.3,0
10.243,2335,68,64.3,0
10.243,2336,67,64.3,0
10.243,2337,64,64.3,0
10.243,2338,60,64.3,0
10.262,2339,54,64.3,0
10.262,2340,48,64.3,0
10.262,2341,41,64.3,0
10.263,2342,35,64.3,0
10.263,2343,29,64.3,0
10.283,2344,23,64.3,0
10.283,2345,19,64.3,0
10.283,2346,15,64.3,0
10.283,2347,12,64.3,0
10.283,2348,8,64.3,0
10.283,2349,5,64.3,0
10.302,2350,3,64.3,0
10.302,2351,1,64.3,0
10.302,2352,0,64.3,1
10.302,2353,-2,64.3,0
10.302,2354,-3,64.3,0
10.323,2355,-5,64.3,0
10.323,2356,-8,64.3,0
10.323,2357,-15,64.3,0
10.323,2358,-27,64.3,0
10.323,2359,-43,64.3,0
10.342,2360,-59,64.3,0
10.342,2361,-68,64.3,0
10.342,2362,-59,64.3,0
10.342,2363,-22,64.3,0
10.373,2364,29,64.3,0
10.373,2365,98,64.3,0
10.373,2366,164,64.3,0
10.373,2367,221,64.3,0
10.392,2368,271,64.3,0
10.392,2369,295,64.3,0
10.392,2370,291,64.3,0
10.392,2371,264,64.3,0
10.415,2372,219,64.3,0
10.415,2373,177,64.3,0
10.415,2374,145,64.3,0
10.415,2375,118,64.3,0
10.432,2376,93,64.3,0
10.432,2377,71,64.3,0
10.432,2378,51,64.3,0
10.432,2379,35,64.3,0
10.432,2380,23,64.3,0
10.454,2381,12,64.3,0
10.454,2382,4,64.3,0
10.454,2383,-1,64.3,0
10.454,2384,-6,64.3,0
10.454,2385,-10,64.3,0
10.472,2386,-14,64.3,0
10.472,2387,-15,64.3,0
10.472,2388,-18,64.3,0
10.472,2389,-18,64.3,0
10.495,2390,-20,64.3,0
10.495,2391,-22,64.3,0
10.495,2392,-20,64.3,0
10.495,2393,-21,64.3,0
10.515,2394,-20,64.3,0
10.515,2395,-20,64.3,0
10.515,2396,-20,64.3,0
10.515,2397,-20,64.3,0
10.536,2398,-20,64.3,0
10.536,2399,-18,64.3,0
10.536,2400,-16,64.3,0
10.536,2401,-14,64.3,0
10.552,2402,-11,64.3,0
10.552,2403,-9,64.3,0
10.552,2404,-7,64.3,0
10.552,2405,-5,64.3,0
10.552,2406,-3,64.3,0
10.572,2407,-1,64.3,0
10.572,2408,0,64.3,1
10.572,2409,3,64.3,0
10.572,2410,5,64.3,0
10.572,2411,7,64.3,0
10.572,2412,8,64.3,0
10.602,2413,10,64.3,0
10.602,2414,12,64.3,0
10.602,2415,13,64.3,0
10.602,2416,14,64.3,0
10.602,2417,15,64.3,0
10.628,2418,15,64.3,0
10.628,2419,16,64.3,0
10.628,2420,16,64.3,0
10.628,2421,16,64.3,0
10.628,2422,15,64.3,0
10.645,2423,15,64.3,0
10.645,2424,14,64.3,0
10.645,2425,14,64.3,0
10.645,2426,13,64.3,0
10.645,2427,13,64.3,0
10.662,2428,13,64.3,0
10.662,2429,13,64.3,0
10.662,2430,11,64.3,0
10.662,2431,10,64.3,0
10.662,2432,8,64.3,0
10.662,2433,7,64.3,0
10.685,2434,5,64.3,0
10.685,2435,4,64.3,0
10.685,2436,2,64.3,0
10.685,2437,0,64.3,1
10.685,2438,-1,64.3,0
10.685,2439,-2,64.3,0
10.717,2440,-3,64.3,0
10.717,2441,-4,64.3,0
10.717,2442,-5,64.3,0
10.717,2443,-6,64.3,0
10.717,2444,-7,64.3,0
10.724,2445,-7,64.3,0
10.724,2446,-7,64.3,0
10.724,2447,-7,64.3,0
10.724,2448,-7,64.3,0
10.724,2449,-6,64.3,0
10.742,2450,-5,64.3,0
10.742,2451,-4,64.3,0
10.742,2452,-4,64.3,0
10.742,2453,-3,64.3,0
10.742,2454,-1,64.3,0
10.765,2455,0,64.3,1
10.765,2456,1,64.3,0
10.765,2457,2,64.3,0
10.765,2458,3,64.3,0
10.765,2459,4,64.3,0
10.765,2460,4,64.3,0
10.782,2461,4,64.3,0
10.782,2462,5,64.3,0
10.782,2463,6,64.3,0
10.782,2464,7,64.3,0
10.782,2465,8,64.3,0
10.782,2466,8,64.3,0
10.782,2467,8,64.3,0
10.815,2468,8,64.3,0
10.815,2469,9,64.3,0
10.815,2470,9,64.3,0
10.816,2471,8,64.3,0
10.816,2472,8,64.3,0
10.816,2473,7,64.3,0
10.816,2474,7,64.3,0
10.835,2475,7,64.3,0
10.835,2476,7,64.3,0
10.835,2477,7,64.3,0
10.835,2478,7,64.3,0
10.835,2479,7,64.3,0
10.835,2480,7,64.3,0
10.852,2481,7,64.3,0
10.852,2482,7,64.3,0
10.852,2483,6,64.3,0
10.852,2484,6,64.3,0
10.852,2485,5,64.3,0
10.852,2486,5,64.3,0
10.852,2487,4,64.3,0
10.873,2488,4,64.3,0
10.873,2489,4,64.3,0
10.873,2490,4,64.3,0
10.873,2491,3,64.3,0
10.873,2492,3,64.3,0
10.873,2493,3,64.3,0
10.873,2494,3,64.3,0
10.903,2495,2,64.3,0
10.903,2496,2,64.3,0
10.903,2497,2,64.3,0
10.903,2498,2,64.3,0
10.903,2499,2,64.3,0
10.903,2500,2,64.3,0
10.932,2501,1,64.3,0
10.932,2502,1,64.3,0
10.933,2503,1,64.3,0
10.933,2504,2,64.3,0
10.933,2505,1,64.3,0
10.933,2506,0,64.3,1
10.933,2507,0,64.3,1
10.952,2508,0,64.3,1
10.952,2509,0,64.3,1
10.952,2510,0,64.3,1
10.952,2511,0,64.3,1
10.952,2512,0,64.3,1
10.952,2513,0,64.3,1
10.952,2514,0,64.3,1
10.982,2515,0,64.3,1
10.982,2516,2,64.3,0
10.982,2517,4,64.3,0
10.982,2518,6,64.3,0
10.982,2519,7,64.3,0
10.982,2520,9,64.3,0
11.005,2521,10,64.3,0
11.005,2522,13,64.3,0
11.005,2523,18,64.3,0
11.005,2524,24,64.3,0
11.005,2525,31,64.3,0
11.028,2526,38,64.3,0
11.028,2527,44,64.3,0
11.028,2528,49,66.9,0
11.028,2529,52,66.9,0
11.028,2530,53,66.9,0
11.042,2531,52,66.9,0
11.042,2532,49,66.9,0
11.042,2533,45,66.9,0
11.042,2534,40,66.9,0
11.042,2535,34,66.9,0
11.063,2536,27,66.9,0
11.063,2537,20,66.9,0
11.063,2538,13,66.9,0
11.063,2539,8,66.9,0
11.063,2540,2,66.9,0
11.063,2541,-2,66.9,0
11.097,2542,-6,66.9,0
11.098,2543,-10,66.9,0
11.098,2544,-13,66.9,0
11.098,2545,-16,66.9,0
11.112,2546,-19,66.9,0
11.112,2547,-22,66.9,0
11.112,2548,-24,66.9,0
11.112,2549,-26,66.9,0
11.133,2550,-28,66.9,0
11.133,2551,-30,66.9,0
11.133,2552,-33,66.9,0
11.133,2553,-41,66.9,0
11.152,2554,-53,66.9,0
11.152,2555,-70,66.9,0
11.152,2556,-88,66.9,0
11.152,2557,-97,66.9,0
11.174,2558,-86,66.9,0
11.174,2559,-44,66.9,0
11.174,2560,10,66.9,0
11.174,2561,83,66.9,0
11.193,2562,149,66.9,0
11.193,2563,207,66.9,0
11.193,2564,257,66.9,0
11.193,2565,291,66.9,0
11.213,2566,288,66.9,0
11.213,2567,250,66.9,0
11.213,2568,176,66.9,0
11.213,2569,90,66.9,0
11.213,2570,18,66.9,0
11.232,2571,-27,66.9,0
11.232,2572,-50,66.9,0
11.232,2573,-59,66.9,0
11.232,2574,-63,66.9,0
11.256,2575,-68,66.9,0
11.256,2576,-74,66.9,0
11.256,2577,-78,66.9,0
11.256,2578,-82,66.9,0
11.273,2579,-82,66.9,0
11.273,2580,-82,66.9,0
11.273,2581,-81,66.9,0
11.273,2582,-80,66.9,0
11.293,2583,-79,66.9,0
11.293,2584,-77,66.9,0
11.293,2585,-76,66.9,0
11.293,2586,-73,66.9,0
11.332,2587,-70,66.9,0
11.332,2588,-67,66.9,0
11.332,2589,-63,66.9,0
11.332,2590,-62,66.9,0
11.342,2591,-58,66.9,0
11.342,2592,-56,66.9,0
11.342,2593,-53,66.9,0
11.342,2594,-50,66.9,0
11.363,2595,-48,66.9,0
11.363,2596,-45,66.9,0
11.363,2597,-43,66.9,0
11.363,2598,-40,66.9,0
11.382,2599,-37,66.9,0
11.382,2600,-34,66.9,0
11.382,2601,-30,66.9,0
11.382,2602,-27,66.9,0
11.403,2603,-24,66.9,0
11.403,2604,-21,66.9,0
11.403,2605,-19,66.9,0
11.403,2606,-16,66.9,0
11.422,2607,-14,66.9,0
11.422,2608,-11,66.9,0
11.422,2609,-9,66.9,0
11.422,2610,-6,66.9,0
11.442,2611,-4,66.9,0
11.442,2612,-2,66.9,0
11.442,2613,-1,66.9,0
11.442,2614,0,66.9,1
11.442,2615,1,66.9,0
11.442,2616,1,66.9,0
11.463,2617,3,66.9,0
11.463,2618,3,66.9,0
11.463,2619,2,66.9,0
11.463,2620,3,66.9,0
11.463,2621,1,66.9,0
11.463,2622,2,66.9,0
11.463,2623,0,66.9,1
11.484,2624,-2,66.9,0
11.484,2625,-3,66.9,0
11.484,2626,-5,66.9,0
11.484,2627,-6,66.9,0
11.484,2628,-8,66.9,0
11.502,2629,-11,66.9,0
11.502,2630,-11,66.9,0
11.502,2631,-14,66.9,0
11.502,2632,-14,66.9,0
11.525,2633,-16,66.9,0
11.525,2634,-19,66.9,0
11.525,2635,-19,66.9,0
11.525,2636,-21,66.9,0
11.556,2637,-20,66.9,0
11.556,2638,-21,66.9,0
11.556,2639,-23,66.9,0
11.556,2640,-22,66.9,0
11.572,2641,-23,66.9,0
11.572,2642,-20,66.9,0
11.572,2643,-17,66.9,0
11.572,2644,-16,66.9,0
11.592,2645,-14,66.9,0
11.592,2646,-14,66.9,0
11.592,2647,-13,66.9,0
11.592,2648,-11,66.9,0
11.612,2649,-10,66.9,0
11.612,2650,-7,66.9,0
11.612,2651,-7,66.9,0
11.612,2652,-7,66.9,0
11.650,2653,-5,66.9,0
11.650,2654,-5,66.9,0
11.650,2655,-3,66.9,0
11.650,2656,-4,66.9,0
11.650,2657,-3,66.9,0
11.656,2658,-4,66.9,0
11.656,2659,-4,66.9,0
11.656,2660,-4,66.9,0
11.656,2661,-4,66.9,0
11.656,2662,-5,66.9,0
11.674,2663,-5,66.9,0
11.674,2664,-5,66.9,0
11.674,2665,-5,66.9,0
11.674,2666,-5,66.9,0
11.674,2667,-6,66.9,0
11.697,2668,-7,66.9,0
11.697,2669,-7,66.9,0
11.697,2670,-7,66.9,0
11.697,2671,-6,66.9,0
11.697,2672,-7,66.9,0
11.715,2673,-7,66.9,0
11.715,2674,-8,66.9,0
11.715,2675,-9,66.9,0
11.715,2676,-9,66.9,0
11.715,2677,-10,66.9,0
11.732,2678,-10,66.9,0
11.732,2679,-10,66.9,0
11.732,2680,-10,66.9,0
11.732,2681,-10,66.9,0
11.766,2682,-10,66.9,0
11.766,2683,-10,66.9,0
11.766,2684,-10,66.9,0
11.766,2685,-10,66.9,0
11.784,2686,-9,66.9,0
11.784,2687,-9,66.9,0
11.785,2688,-10,66.9,0
11.785,2689,-7,66.9,0
11.785,2690,-7,66.9,0
11.806,2691,-5,66.9,0
11.806,2692,-6,66.9,0
11.806,2693,-6,66.9,0
11.806,2694,-4,66.9,0
11.806,2695,-4,66.9,0
11.825,2696,-2,66.9,0
11.825,2697,-3,66.9,0
11.825,2698,-4,66.9,0
11.825,2699,-2,66.9,0
11.825,2700,-3,66.9,0
11.842,2701,-1,66.9,0
11.842,2702,-1,66.9,0
11.842,2703,0,66.9,1
11.842,2704,2,66.9,0
11.842,2705,2,66.9,0
11.842,2706,5,66.9,0
11.862,2707,6,66.9,0
11.862,2708,6,66.9,0
11.862,2709,10,66.9,0
11.862,2710,13,66.9,0
11.863,2711,20,66.9,0
11.882,2712,26,66.9,0
11.882,2713,32,66.9,0
11.882,2714,40,66.9,0
11.882,2715,44,66.9,0
11.882,2716,48,67.7,0
11.903,2717,48,67.7,0
11.903,2718,46,67.7,0
11.903,2719,43,67.7,0
11.903,2720,38,67.7,0
11.903,2721,33,67.7,0
11.922,2722,26,67.7,0
11.922,2723,19,67.7,0
11.922,2724,13,67.7,0
11.922,2725,6,67.7,0
11.923,2726,2,67.7,0
11.923,2727,-3,67.7,0
11.943,2728,-9,67.7,0
11.943,2729,-12,67.7,0
11.943,2730,-17,67.7,0
11.943,2731,-20,67.7,0
11.963,2732,-24,67.7,0
11.963,2733,-27,67.7,0
11.963,2734,-28,67.7,0
11.963,2735,-31,67.7,0
11.994,2736,-31,67.7,0
11.994,2737,-33,67.7,0
11.994,2738,-36,67.7,0
11.994,2739,-47,67.7,0
12.012,2740,-61,67.7,0
12.012,2741,-80,67.7,0
12.012,2742,-92,67.7,0
12.012,2743,-86,67.7,0
12.032,2744,-50,67.7,0
12.032,2745,3,67.7,0
12.032,2746,74,67.7,0
12.032,2747,142,67.7,0
12.032,2748,201,67.7,0
12.064,2749,236,67.7,0
12.064,2750,234,67.7,0
12.064,2751,194,67.7,0
12.064,2752,120,67.7,0
12.076,2753,40,67.7,0
12.076,2754,-16,67.7,0
12.076,2755,-51,67.7,0
12.076,2756,-62,67.7,0
12.092,2757,-67,67.7,0
12.092,2758,-72,67.7,0
12.092,2759,-79,67.7,0
12.092,2760,-83,67.7,0
12.113,2761,-86,67.7,0
12.113,2762,-85,67.7,0
12.113,2763,-84,67.7,0
12.113,2764,-82,67.7,0
12.132,2765,-79,67.7,0
12.132,2766,-78,67.7,0
12.132,2767,-75,67.7,0
12.132,2768,-73,67.7,0
12.153,2769,-72,67.7,0
12.153,2770,-68,67.7,0
12.153,2771,-67,67.7,0
12.153,2772,-63,67.7,0
12.173,2773,-61,67.7,0
12.173,2774,-59,67.7,0
12.173,2775,-57,67.7,0
12.173,2776,-55,67.7,0
12.194,2777,-54,67.7,0
12.194,2778,-52,67.7,0
12.194,2779,-51,67.7,0
12.194,2780,-48,67.7,0
12.223,2781,-46,67.7,0
12.223,2782,-44,67.7,0
12.223,2783,-42,67.7,0
12.223,2784,-39,67.7,0
12.242,2785,-37,67.7,0
12.242,2786,-34,67.7,0
12.242,2787,-30,67.7,0
12.242,2788,-26,67.7,0
12.262,2789,-22,67.7,0
12.262,2790,-17,67.7,0
12.262,2791,-15,67.7,0
12.262,2792,-11,67.7,0
12.282,2793,-8,67.7,0
12.282,2794,-6,67.7,0
12.282,2795,-3,67.7,0
12.282,2796,-2,67.7,0
12.282,2797,0,67.7,1
12.302,2798,0,67.7,1
12.302,2799,0,67.7,1
12.302,2800,0,67.7,1
12.303,2801,-1,67.7,0
12.303,2802,-3,67.7,0
12.303,2803,-4,67.7,0
12.325,2804,-6,67.7,0
12.325,2805,-7,67.7,0
12.325,2806,-9,67.7,0
12.325,2807,-11,67.7,0
12.346,2808,-14,67.7,0
12.346,2809,-15,67.7,0
12.346,2810,-17,67.7,0
12.346,2811,-19,67.7,0
12.373,2812,-21,67.7,0
12.373,2813,-23,67.7,0
12.373,2814,-25,67.7,0
12.373,2815,-26,67.7,0
12.382,2816,-27,67.7,0
12.382,2817,-27,67.7,0
12.382,2818,-26,67.7,0
12.382,2819,-27,67.7,0
12.403,2820,-26,67.7,0
12.403,2821,-24,67.7,0
12.403,2822,-25,67.7,0
12.403,2823,-22,67.7,0
12.423,2824,-22,67.7,0
12.423,2825,-22,67.7,0
12.423,2826,-21,67.7,0
12.423,2827,-21,67.7,0
12.456,2828,-20,67.7,0
12.456,2829,-19,67.7,0
12.456,2830,-18,67.7,0
12.456,2831,-16,67.7,0
12.473,2832,-15,67.7,0
12.473,2833,-13,67.7,0
12.473,2834,-12,67.7,0
12.473,2835,-11,67.7,0
12.493,2836,-10,67.7,0
12.493,2837,-9,67.7,0
12.493,2838,-9,67.7,0
12.493,2839,-9,67.7,0
12.493,2840,-9,67.7,0
12.513,2841,-8,67.7,0
12.513,2842,-7,67.7,0
12.513,2843,-6,67.7,0
12.513,2844,-5,67.7,0
12.513,2845,-4,67.7,0
12.533,2846,-5,67.7,0
12.533,2847,-4,67.7,0
12.533,2848,-4,67.7,0
12.533,2849,-3,67.7,0
12.533,2850,-2,67.7,0
12.553,2851,-3,67.7,0
12.553,2852,-2,67.7,0
12.553,2853,-2,67.7,0
12.553,2854,-2,67.7,0
12.553,2855,-1,67.7,0
12.573,2856,-2,67.7,0
12.573,2857,0,67.7,1
12.573,2858,0,67.7,1
12.573,2859,0,67.7,1
12.573,2860,0,67.7,1
12.573,2861,0,67.7,1
12.573,2862,0,67.7,1
12.592,2863,0,67.7,1
12.592,2864,0,67.7,1
12.592,2865,0,67.7,1
12.592,2866,0,67.7,1
12.592,2867,1,67.7,0
12.592,2868,1,67.7,0
12.592,2869,2,67.7,0
12.613,2870,1,67.7,0
12.613,2871,0,67.7,1
12.613,2872,2,67.7,0
12.613,2873,1,67.7,0
12.613,2874,2,67.7,0
12.613,2875,1,67.7,0
12.636,2876,0,67.7,1
12.636,2877,1,67.7,0
12.636,2878,1,67.7,0
12.636,2879,2,67.7,0
12.636,2880,2,67.7,0
12.636,2881,1,67.7,0
12.636,2882,2,67.7,0
12.664,2883,2,67.7,0
12.664,2884,3,67.7,0
12.664,2885,2,67.7,0
12.664,2886,2,67.7,0
12.664,2887,3,67.7,0
12.664,2888,3,67.7,0
12.664,2889,4,67.7,0
12.682,2890,3,67.7,0
12.682,2891,3,67.7,0
12.682,2892,5,67.7,0
12.682,2893,7,67.7,0
12.682,2894,9,67.7,0
12.682,2895,11,67.7,0
12.703,2896,11,67.7,0
12.703,2897,15,67.7,0
12.703,2898,17,67.7,0
12.703,2899,24,67.7,0
12.703,2900,29,67.7,0
12.722,2901,36,67.7,0
12.722,2902,43,67.7,0
12.722,2903,48,68.6,0
12.722,2904,53,68.6,0
12.722,2905,54,68.6,0
12.747,2906,53,68.6,0
12.747,2907,51,68.6,0
12.747,2908,45,68.6,0
12.747,2909,41,68.6,0
12.747,2910,34,68.6,0
12.763,2911,27,68.6,0
12.763,2912,21,68.6,0
12.763,2913,14,68.6,0
12.763,2914,9,68.6,0
12.763,2915,3,68.6,0
12.785,2916,-1,68.6,0
12.785,2917,-4,68.6,0
12.785,2918,-7,68.6,0
12.785,2919,-10,68.6,0
12.785,2920,-13,68.6,0
12.803,2921,-16,68.6,0
12.803,2922,-17,68.6,0
12.803,2923,-19,68.6,0
12.803,2924,-20,68.6,0
12.825,2925,-22,68.6,0
12.825,2926,-24,68.6,0
12.825,2927,-25,68.6,0
12.825,2928,-30,68.6,0
12.852,2929,-38,68.6,0
12.853,2930,-52,68.6,0
12.853,2931,-69,68.6,0
12.853,2932,-83,68.6,0
12.873,2933,-85,68.6,0
12.873,2934,-64,68.6,0
12.873,2935,-16,68.6,0
12.873,2936,43,68.6,0
12.894,2937,116,68.6,0
12.894,2938,179,68.6,0
12.894,2939,235,68.6,0
12.894,2940,276,68.6,0
12.912,2941,286,68.6,0
12.912,2942,263,68.6,0
12.912,2943,205,68.6,0
12.912,2944,129,68.6,0
12.936,2945,54,68.6,0
12.936,2946,-4,68.6,0
12.936,2947,-42,68.6,0
12.936,2948,-64,68.6,0
12.955,2949,-73,68.6,0
12.955,2950,-78,68.6,0
12.955,2951,-82,68.6,0
12.955,2952,-84,68.6,0
12.973,2953,-88,68.6,0
12.973,2954,-90,68.6,0
12.973,2955,-90,68.6,0
12.973,2956,-89,68.6,0
12.995,2957,-85,68.6,0
12.995,2958,-82,68.6,0
12.995,2959,-78,68.6,0
12.995,2960,-76,68.6,0
13.015,2961,-73,68.6,0
13.016,2962,-69,68.6,0
13.016,2963,-67,68.6,0
13.016,2964,-64,68.6,0
13.033,2965,-61,68.6,0
13.033,2966,-59,68.6,0
13.033,2967,-55,68.6,0
13.033,2968,-53,68.6,0
13.055,2969,-49,68.6,0
13.055,2970,-47,68.6,0
13.055,2971,-44,68.6,0
13.055,2972,-41,68.6,0
13.087,2973,-37,68.6,0
13.087,2974,-35,68.6,0
13.087,2975,-32,68.6,0
13.087,2976,-29,68.6,0
13.102,2977,-27,68.6,0
13.103,2978,-25,68.6,0
13.103,2979,-21,68.6,0
13.103,2980,-17,68.6,0
13.125,2981,-14,68.6,0
13.125,2982,-10,68.6,0
13.125,2983,-6,68.6,0
13.125,2984,-2,68.6,0
13.125,2985,0,68.6,1
13.125,2986,3,68.6,0
13.143,2987,5,68.6,0
13.143,2988,6,68.6,0
13.143,2989,7,68.6,0
13.143,2990,7,68.6,0
13.143,2991,8,68.6,0
13.143,2992,8,68.6,0
13.165,2993,8,68.6,0
13.166,2994,7,68.6,0
13.166,2995,6,68.6,0
13.166,2996,4,68.6,0
13.166,2997,2,68.6,0
13.166,2998,0,68.6,1
13.166,2999,-1,68.6,0
13.185,3000,-3,68.6,0
13.185,3001,-5,68.6,0
13.185,3002,-7,68.6,0
13.185,3003,-10,68.6,0
13.203,3004,-12,68.6,0
13.203,3005,-14,68.6,0
13.203,3006,-16,68.6,0
13.203,3007,-18,68.6,0
13.229,3008,-19,68.6,0
13.229,3009,-20,68.6,0
13.229,3010,-20,68.6,0
13.229,3011,-21,68.6,0
13.246,3012,-22,68.6,0
13.246,3013,-23,68.6,0
13.246,3014,-25,68.6,0
13.246,3015,-26,68.6,0
13.262,3016,-27,68.6,0
13.262,3017,-26,68.6,0
13.262,3018,-26,68.6,0
13.262,3019,-25,68.6,0
13.286,3020,-24,68.6,0
13.286,3021,-23,68.6,0
13.286,3022,-22,68.6,0
13.286,3023,-22,68.6,0
13.313,3024,-20,68.6,0
13.313,3025,-19,68.6,0
13.313,3026,-16,68.6,0
13.313,3027,-14,68.6,0
13.335,3028,-11,68.6,0
13.335,3029,-8,68.6,0
13.335,3030,-6,68.6,0
13.335,3031,-4,68.6,0
13.335,3032,-3,68.6,0
13.353,3033,-1,68.6,0
13.353,3034,0,68.6,1
13.353,3035,0,68.6,1
13.353,3036,1,68.6,0
13.353,3037,2,68.6,0
13.353,3038,3,68.6,0
13.353,3039,5,68.6,0
13.373,3040,5,68.6,0
13.373,3041,6,68.6,0
13.373,3042,5,68.6,0
13.373,3043,5,68.6,0
13.373,3044,5,68.6,0
13.373,3045,5,68.6,0
13.392,3046,5,68.6,0
13.392,3047,4,68.6,0
13.392,3048,3,68.6,0
13.392,3049,4,68.6,0
13.393,3050,3,68.6,0
13.393,3051,3,68.6,0
13.393,3052,3,68.6,0
13.413,3053,3,68.6,0
13.413,3054,3,68.6,0
13.413,3055,3,68.6,0
13.413,3056,4,68.6,0
13.413,3057,4,68.6,0
13.413,3058,4,68.6,0
13.413,3059,5,68.6,0
13.432,3060,5,68.6,0
13.432,3061,5,68.6,0
13.432,3062,4,68.6,0
13.432,3063,4,68.6,0
13.432,3064,6,68.6,0
13.432,3065,6,68.6,0
13.454,3066,7,68.6,0
13.454,3067,7,68.6,0
13.454,3068,7,68.6,0
13.454,3069,8,68.6,0
13.454,3070,9,68.6,0
13.454,3071,9,68.6,0
13.454,3072,9,68.6,0
13.485,3073,9,68.6,0
13.485,3074,9,68.6,0
13.485,3075,9,68.6,0
13.485,3076,9,68.6,0
13.485,3077,10,68.6,0
13.485,3078,10,68.6,0
13.503,3079,11,68.6,0
13.504,3080,11,68.6,0
13.504,3081,12,68.6,0
13.504,3082,12,68.6,0
13.504,3083,12,68.6,0
13.524,3084,12,68.6,0
13.524,3085,12,68.6,0
13.524,3086,12,68.6,0
13.524,3087,12,68.6,0
13.524,3088,12,68.6,0
13.546,3089,14,68.6,0
13.546,3090,15,68.6,0
13.546,3091,18,68.6,0
13.546,3092,20,68.6,0
13.546,3093,21,68.6,0
13.564,3094,24,68.6,0
13.564,3095,26,68.6,0
13.564,3096,31,68.6,0
13.564,3097,37,68.6,0
13.564,3098,44,68.6,0
13.595,3099,51,69.3,0
13.595,3100,56,69.3,0
