Time (s),Sample #,Amplitude
25.812,5731,-19
25.812,5732,-24
25.812,5733,-27
25.835,5734,-29
25.835,5735,-31
25.835,5736,-32
25.835,5737,-34
25.849,5738,-34
25.849,5739,-35
25.849,5740,-36
25.849,5741,-36
25.881,5742,-36
25.881,5743,-33
25.881,5744,-33
25.881,5745,-30
25.902,5746,-30
25.902,5747,-31
25.902,5748,-30
25.902,5749,-29
25.923,5750,-28
25.924,5751,-27
25.924,5752,-27
25.924,5753,-26
25.940,5754,-25
25.940,5755,-24
25.940,5756,-23
25.940,5757,-23
25.959,5758,-24
25.959,5759,-24
25.959,5760,-24
25.959,5761,-23
25.982,5762,-21
25.982,5763,-16
25.982,5764,-15
25.982,5765,-11
25.999,5766,-11
26.000,5767,-10
26.000,5768,-9
26.000,5769,-8
26.000,5770,-8
26.020,5771,-7
26.020,5772,-7
26.020,5773,-5
26.020,5774,-6
26.020,5775,-4
26.040,5776,-7
26.040,5777,-9
26.040,5778,-11
26.040,5779,-9
26.060,5780,-11
26.060,5781,-10
26.060,5782,-12
26.060,5783,-14
26.093,5784,-11
26.093,5785,-12
26.093,5786,-9
26.093,5787,-10
26.093,5788,-11
26.111,5789,-11
26.111,5790,-11
26.111,5791,-11
26.111,5792,-12
26.136,5793,-11
26.136,5794,-11
26.136,5795,-10
26.136,5796,-9
26.149,5797,-8
26.149,5798,-8
26.149,5799,-5
26.149,5800,-6
26.150,5801,-4
26.172,5802,-5
26.172,5803,-6
26.172,5804,-7
26.172,5805,-8
26.172,5806,-9
26.202,5807,-7
26.202,5808,-8
26.202,5809,-7
26.202,5810,-8
26.202,5811,-10
26.211,5812,-8
26.211,5813,-10
26.211,5814,-8
26.211,5815,-9
26.230,5816,-11
26.230,5817,-9
26.230,5818,-9
26.230,5819,-5
26.230,5820,-5
26.253,5821,-4
26.253,5822,-3
26.253,5823,-1
26.253,5824,1
26.253,5825,5
26.253,5826,10
26.272,5827,15
26.272,5828,22
26.272,5829,30
26.272,5830,36
26.273,5831,41
26.291,5832,45
26.291,5833,46
26.291,5834,45
26.291,5835,41
26.291,5836,35
26.321,5837,28
26.321,5838,20
26.321,5839,13
26.321,5840,6
26.321,5841,0
26.342,5842,-7
26.342,5843,-14
26.342,5844,-20
26.342,5845,-26
26.361,5846,-30
26.361,5847,-34
26.361,5848,-37
26.361,5849,-39
26.382,5850,-41
26.382,5851,-42
26.382,5852,-43
26.382,5853,-46
26.402,5854,-55
26.402,5855,-68
26.402,5856,-63
26.402,5857,-46
26.402,5858,4
26.424,5859,65
26.424,5860,133
26.424,5861,192
26.424,5862,243
26.444,5863,218
26.444,5864,195
26.444,5865,109
26.444,5866,43
26.460,5867,0
26.460,5868,-24
26.460,5869,-36
26.460,5870,-43
